               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.029462,            0.011273,           0.0043524,              0.9044,             0.86677,             0.92231,             0.60234,            0.027889,           0.0088749,           0.0047994,            0.008682,            0.008682,            0.008682
                  27,            0.029192,            0.011171,           0.0040005,             0.88887,             0.85864,              0.9092,             0.58992,            0.028823,           0.0091308,           0.0045948,           0.0085805,           0.0085805,           0.0085805
                  28,            0.028812,            0.011162,            0.004131,              0.9027,             0.87528,             0.92832,             0.60357,            0.027875,           0.0086231,           0.0057676,           0.0084759,           0.0084759,           0.0084759
                  29,            0.028503,            0.010953,           0.0038959,             0.91456,             0.86637,             0.91951,              0.5994,            0.027987,           0.0088511,           0.0058826,           0.0083684,           0.0083684,           0.0083684
                  30,            0.028195,            0.010874,           0.0037615,             0.92265,             0.89451,             0.94027,               0.629,             0.02622,           0.0081533,           0.0045505,           0.0082581,           0.0082581,           0.0082581
                  31,            0.028245,            0.010829,           0.0037384,             0.94201,             0.85199,             0.93237,             0.62057,            0.026988,           0.0085302,           0.0047896,            0.008145,            0.008145,            0.008145
                  32,            0.028003,            0.010753,           0.0035513,             0.92095,             0.88043,             0.93453,             0.63254,            0.026142,           0.0083678,           0.0053187,           0.0080294,           0.0080294,           0.0080294
                  33,            0.027789,            0.010618,           0.0036664,             0.93961,             0.86226,              0.9338,             0.62734,            0.026207,           0.0082021,           0.0063972,           0.0079112,           0.0079112,           0.0079112
                  34,             0.02694,            0.010378,           0.0033268,              0.9179,             0.89602,              0.9404,             0.64425,            0.025461,           0.0082338,           0.0044514,           0.0077907,           0.0077907,           0.0077907
                  35,            0.027083,            0.010464,           0.0035629,             0.92983,             0.88399,             0.94343,             0.63582,            0.025841,           0.0080966,           0.0037888,           0.0076679,           0.0076679,           0.0076679
                  36,            0.026818,            0.010219,           0.0035897,             0.92134,             0.89014,              0.9371,             0.63439,            0.025724,           0.0083887,           0.0041851,            0.007543,            0.007543,            0.007543
                  37,            0.026584,            0.010251,           0.0031756,             0.92394,             0.87349,             0.93187,             0.63825,            0.025716,           0.0081774,           0.0052653,            0.007416,            0.007416,            0.007416
                  38,            0.026342,            0.010017,           0.0032909,             0.95373,             0.89819,             0.95184,             0.64655,            0.025563,           0.0080208,           0.0040306,           0.0072872,           0.0072872,           0.0072872
                  39,            0.026169,            0.009858,           0.0030199,             0.92758,             0.90656,              0.9493,             0.66764,            0.024435,           0.0077688,           0.0046212,           0.0071566,           0.0071566,           0.0071566
                  40,            0.025908,           0.0099244,           0.0029691,             0.94749,             0.88718,             0.94619,              0.6509,             0.02505,           0.0080819,           0.0041515,           0.0070243,           0.0070243,           0.0070243
                  41,            0.025478,           0.0098094,           0.0028554,              0.9286,             0.88657,              0.9389,             0.63263,            0.026032,           0.0080457,           0.0045879,           0.0068906,           0.0068906,           0.0068906
                  42,            0.025404,           0.0097805,           0.0031413,             0.94934,             0.88824,             0.94819,             0.67355,            0.024288,           0.0077649,           0.0043043,           0.0067555,           0.0067555,           0.0067555
                  43,            0.024811,            0.009699,           0.0029673,             0.92319,             0.91731,             0.95625,             0.68495,            0.023616,            0.007551,           0.0035556,           0.0066191,           0.0066191,           0.0066191
                  44,            0.024835,           0.0096703,           0.0029281,             0.94614,             0.91017,             0.95484,             0.68225,            0.023874,           0.0076692,           0.0041377,           0.0064816,           0.0064816,           0.0064816
                  45,            0.024916,           0.0096716,           0.0030332,             0.93896,             0.91397,             0.95622,             0.68793,            0.023435,            0.007653,           0.0040637,           0.0063432,           0.0063432,           0.0063432
                  46,            0.024491,           0.0094988,           0.0027831,             0.95365,             0.91002,             0.95632,             0.68871,             0.02331,           0.0075292,            0.003739,            0.006204,            0.006204,            0.006204
                  47,            0.024358,            0.009443,           0.0029091,              0.9512,             0.92057,             0.95617,             0.69442,            0.022942,           0.0074912,           0.0040898,            0.006064,            0.006064,            0.006064
                  48,             0.02362,           0.0092121,           0.0023435,             0.94625,             0.91764,             0.95438,             0.69412,            0.022966,           0.0075558,           0.0042511,           0.0059235,           0.0059235,           0.0059235
                  49,            0.023609,           0.0091959,           0.0027771,             0.96392,             0.90233,             0.96039,             0.69395,            0.023165,           0.0073627,           0.0036438,           0.0057826,           0.0057826,           0.0057826
                  50,            0.023492,            0.008977,           0.0026316,             0.94519,             0.91805,             0.95578,             0.68302,            0.023938,           0.0075689,           0.0037015,           0.0056413,           0.0056413,           0.0056413
                  51,            0.023156,           0.0091445,           0.0025931,             0.95949,             0.91076,             0.95658,             0.69549,            0.023077,           0.0074625,            0.003659,              0.0055,              0.0055,              0.0055
                  52,            0.023227,           0.0090041,           0.0023527,             0.96577,             0.91706,             0.96192,              0.7056,            0.022727,           0.0073138,           0.0032922,           0.0053587,           0.0053587,           0.0053587
                  53,             0.02292,           0.0089089,           0.0023794,             0.95291,             0.91848,             0.95566,             0.69777,            0.022757,            0.007524,           0.0038487,           0.0052174,           0.0052174,           0.0052174
                  54,             0.02259,           0.0088743,           0.0024377,             0.95361,             0.92093,             0.96352,             0.70326,            0.022445,           0.0072962,           0.0033995,           0.0050765,           0.0050765,           0.0050765
                  55,             0.02267,           0.0089142,           0.0026929,             0.95299,             0.92065,             0.95873,             0.70574,            0.022598,           0.0074701,            0.003246,            0.004936,            0.004936,            0.004936
                  56,            0.022426,           0.0088308,           0.0023495,             0.94387,             0.92419,             0.95861,             0.70406,            0.022555,            0.007342,           0.0033316,            0.004796,            0.004796,            0.004796
                  57,             0.02182,           0.0085388,            0.002266,             0.95386,             0.91643,             0.96018,             0.71726,            0.021823,           0.0071933,            0.003601,           0.0046568,           0.0046568,           0.0046568
                  58,            0.021874,           0.0085855,           0.0021675,             0.96073,             0.92105,             0.96369,              0.7086,            0.022369,           0.0072031,           0.0030653,           0.0045184,           0.0045184,           0.0045184
                  59,            0.021668,            0.008539,           0.0022187,             0.95728,             0.91438,             0.95853,             0.71159,            0.022067,           0.0074411,           0.0034029,           0.0043809,           0.0043809,           0.0043809
                  60,            0.021224,           0.0082799,           0.0021107,             0.96098,             0.92655,              0.9638,             0.72093,            0.021691,           0.0070409,            0.003385,           0.0042445,           0.0042445,           0.0042445
                  61,            0.021445,           0.0084136,           0.0022235,               0.957,             0.92324,             0.96123,             0.71916,            0.022014,           0.0071219,           0.0035866,           0.0041094,           0.0041094,           0.0041094
                  62,            0.021286,           0.0083695,           0.0021072,             0.96038,             0.92813,             0.96772,             0.72913,            0.021721,           0.0069669,           0.0033877,           0.0039757,           0.0039757,           0.0039757
                  63,            0.020794,           0.0082818,            0.002118,             0.95963,             0.92244,             0.96748,             0.72559,            0.021363,            0.006935,           0.0028469,           0.0038434,           0.0038434,           0.0038434
                  64,            0.020772,           0.0082385,           0.0021528,             0.96289,             0.92504,              0.9659,              0.7274,            0.021241,           0.0069845,           0.0028747,           0.0037128,           0.0037128,           0.0037128
                  65,            0.020383,           0.0080728,           0.0020646,             0.95754,             0.93418,             0.96541,             0.73585,               0.021,           0.0070025,           0.0033777,            0.003584,            0.003584,            0.003584
                  66,            0.020329,           0.0080998,           0.0019132,             0.96793,             0.92713,             0.96635,             0.72585,            0.021602,           0.0070464,           0.0034346,            0.003457,            0.003457,            0.003457
                  67,            0.020116,           0.0080846,           0.0019019,             0.96266,             0.93049,             0.96937,             0.73763,            0.020905,           0.0068982,            0.002946,           0.0033321,           0.0033321,           0.0033321
                  68,            0.019863,           0.0079226,           0.0020223,             0.96472,             0.92488,             0.96759,             0.73638,            0.021014,            0.006913,            0.002859,           0.0032093,           0.0032093,           0.0032093
                  69,            0.019484,           0.0078462,           0.0018765,             0.96321,             0.93437,             0.97051,             0.74638,            0.020559,           0.0068017,           0.0029424,           0.0030888,           0.0030888,           0.0030888
                  70,            0.019773,           0.0078421,           0.0019632,             0.97106,             0.92216,             0.96859,             0.74046,            0.020841,           0.0067969,           0.0032571,           0.0029706,           0.0029706,           0.0029706
                  71,            0.019326,           0.0078414,           0.0017806,             0.96476,             0.92995,             0.96883,             0.73801,             0.02076,           0.0067662,           0.0033419,            0.002855,            0.002855,            0.002855
                  72,            0.019224,           0.0076599,           0.0017749,             0.96338,             0.93192,             0.96738,             0.74122,            0.020741,           0.0069077,            0.002953,           0.0027419,           0.0027419,           0.0027419
                  73,             0.01918,             0.00775,             0.00188,             0.96309,             0.93141,             0.96346,             0.73925,             0.02068,           0.0069187,           0.0036939,           0.0026316,           0.0026316,           0.0026316
                  74,            0.019003,           0.0076175,           0.0017711,             0.97262,             0.92298,              0.9665,             0.74828,            0.020356,           0.0069122,           0.0028881,           0.0025241,           0.0025241,           0.0025241
                  75,            0.018796,           0.0074978,           0.0017259,             0.96838,             0.92837,              0.9669,             0.74591,            0.020277,           0.0068124,           0.0035081,           0.0024195,           0.0024195,           0.0024195
                  76,            0.018621,           0.0074316,           0.0018461,             0.97091,             0.93159,             0.96866,             0.75143,            0.020197,           0.0068676,            0.003272,            0.002318,            0.002318,            0.002318
                  77,            0.018702,           0.0075298,           0.0016795,             0.96357,             0.93393,             0.96807,             0.75074,             0.02023,           0.0068618,           0.0033106,           0.0022196,           0.0022196,           0.0022196
                  78,            0.018441,           0.0075395,           0.0015139,             0.96871,             0.92797,             0.96737,             0.74763,             0.02024,           0.0069194,           0.0032431,           0.0021245,           0.0021245,           0.0021245
                  79,            0.018406,           0.0074175,           0.0017123,             0.96664,             0.92614,             0.96861,             0.75267,            0.020037,           0.0068314,            0.003374,           0.0020327,           0.0020327,           0.0020327
                  80,            0.018157,           0.0074445,           0.0017186,             0.96938,             0.92491,             0.97018,             0.75244,            0.020025,           0.0068988,           0.0028045,           0.0019443,           0.0019443,           0.0019443
                  81,            0.018054,           0.0072634,           0.0017701,             0.96906,             0.92599,             0.96847,             0.74991,            0.020092,           0.0069317,           0.0031383,           0.0018594,           0.0018594,           0.0018594
                  82,            0.017976,           0.0072655,           0.0017142,             0.97123,             0.93206,             0.97045,             0.75435,            0.019859,            0.006925,           0.0026393,           0.0017781,           0.0017781,           0.0017781
                  83,            0.017725,           0.0072792,           0.0015832,             0.97021,              0.9272,             0.96874,             0.75802,             0.01966,           0.0069069,             0.00261,           0.0017005,           0.0017005,           0.0017005
                  84,            0.017487,            0.007198,           0.0016931,             0.97548,             0.92812,             0.96979,             0.75831,            0.019593,           0.0068067,           0.0029782,           0.0016267,           0.0016267,           0.0016267
                  85,            0.017659,           0.0071975,           0.0015815,             0.97514,             0.92907,             0.96957,             0.76023,            0.019634,           0.0068097,           0.0028403,           0.0015566,           0.0015566,           0.0015566
                  86,             0.01736,           0.0071693,           0.0015439,             0.97618,             0.92866,             0.96996,             0.75644,            0.019688,           0.0068256,            0.002598,           0.0014905,           0.0014905,           0.0014905
                  87,             0.01719,           0.0070215,           0.0015325,             0.97467,             0.92692,             0.97062,             0.75791,            0.019781,           0.0067896,           0.0025297,           0.0014283,           0.0014283,           0.0014283
                  88,            0.017173,           0.0071645,           0.0014921,             0.97656,             0.92484,             0.96978,             0.76283,            0.019545,           0.0067799,           0.0026725,           0.0013701,           0.0013701,           0.0013701
                  89,            0.017033,           0.0068021,           0.0014979,             0.97291,             0.92558,             0.96985,               0.762,            0.019682,           0.0069006,           0.0026641,            0.001316,            0.001316,            0.001316
                  90,            0.016982,           0.0070353,           0.0015352,             0.96759,             0.92754,              0.9684,             0.76121,            0.019624,           0.0068342,           0.0029496,            0.001266,            0.001266,            0.001266
                  91,            0.016911,           0.0069741,           0.0016628,             0.97083,             0.92819,             0.96863,             0.76442,            0.019448,           0.0068491,           0.0030266,           0.0012202,           0.0012202,           0.0012202
                  92,             0.01672,           0.0070465,           0.0016608,             0.96747,             0.93363,              0.9676,             0.76491,            0.019451,           0.0068807,           0.0029583,           0.0011787,           0.0011787,           0.0011787
                  93,            0.016852,            0.006928,           0.0014585,             0.97099,             0.92803,             0.96746,             0.76491,            0.019444,           0.0068834,           0.0026534,           0.0011414,           0.0011414,           0.0011414
                  94,            0.016663,           0.0068337,           0.0014491,             0.97074,             0.93157,             0.96993,             0.76678,            0.019331,           0.0067727,           0.0025585,           0.0011084,           0.0011084,           0.0011084
                  95,            0.016695,           0.0069104,           0.0014839,             0.97336,             0.93049,             0.96801,             0.76473,            0.019313,           0.0067923,           0.0026839,           0.0010797,           0.0010797,           0.0010797
                  96,            0.016675,           0.0068998,            0.001614,              0.9738,             0.92753,             0.96732,             0.76259,            0.019342,           0.0067766,           0.0027412,           0.0010554,           0.0010554,           0.0010554
                  97,            0.016595,           0.0068275,           0.0015054,             0.97253,             0.93164,             0.96849,             0.76852,            0.019192,           0.0067741,            0.002761,           0.0010355,           0.0010355,           0.0010355
                  98,             0.01649,           0.0067321,           0.0013486,             0.97506,             0.92993,             0.96781,              0.7728,            0.019066,           0.0067518,           0.0028216,             0.00102,             0.00102,             0.00102
                  99,            0.016335,           0.0068557,           0.0014245,              0.9769,             0.93271,             0.96851,             0.77111,             0.01908,           0.0067447,           0.0028124,           0.0010089,           0.0010089,           0.0010089
