               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.032942,            0.016643,            0.005477,             0.88851,             0.89295,             0.92988,             0.58336,             0.02814,           0.0089529,           0.0030392,            0.008682,            0.008682,            0.008682
                  27,            0.032559,            0.016732,           0.0055038,              0.8963,             0.89384,             0.93549,             0.59669,            0.027723,            0.008711,           0.0030182,           0.0085805,           0.0085805,           0.0085805
                  28,            0.031977,              0.0164,           0.0051531,             0.91496,             0.87263,             0.94045,             0.60898,             0.02718,           0.0086496,           0.0027394,           0.0084759,           0.0084759,           0.0084759
                  29,            0.031619,            0.015041,           0.0052021,             0.92472,             0.89572,             0.94614,             0.61682,            0.026872,           0.0083852,           0.0029998,           0.0083684,           0.0083684,           0.0083684
                  30,            0.031384,            0.015148,           0.0050383,             0.90795,             0.89092,             0.93495,             0.60436,             0.02735,            0.008646,           0.0044123,           0.0082581,           0.0082581,           0.0082581
                  31,            0.031536,            0.016808,           0.0052218,             0.91633,             0.91518,             0.95059,             0.62221,            0.027027,           0.0083736,           0.0025308,            0.008145,            0.008145,            0.008145
                  32,            0.030699,            0.015601,           0.0044761,             0.92491,             0.89486,             0.95499,             0.62547,            0.026649,           0.0083601,           0.0025719,           0.0080294,           0.0080294,           0.0080294
                  33,            0.030646,            0.015285,           0.0046587,             0.91511,               0.916,             0.95316,             0.62959,             0.02604,            0.008204,           0.0026726,           0.0079112,           0.0079112,           0.0079112
                  34,            0.029945,            0.014853,           0.0045201,             0.91959,             0.91233,             0.95751,             0.63726,            0.026054,           0.0079772,           0.0025653,           0.0077907,           0.0077907,           0.0077907
                  35,            0.030317,            0.014394,           0.0046616,             0.93597,             0.91311,              0.9572,             0.63264,            0.026197,            0.008024,           0.0027332,           0.0076679,           0.0076679,           0.0076679
                  36,            0.029839,            0.014868,           0.0043692,             0.92856,             0.92179,             0.95282,             0.64061,            0.025566,           0.0079356,           0.0024275,            0.007543,            0.007543,            0.007543
                  37,            0.029775,            0.014542,           0.0046123,             0.93771,             0.90313,             0.95453,             0.63763,            0.026205,           0.0081334,           0.0025621,            0.007416,            0.007416,            0.007416
                  38,            0.029462,             0.01479,           0.0043307,              0.9249,             0.92269,             0.96008,             0.64672,            0.025624,           0.0078995,           0.0023358,           0.0072872,           0.0072872,           0.0072872
                  39,            0.029133,            0.014142,           0.0041752,             0.93385,              0.9215,             0.96148,             0.65535,             0.02502,           0.0078213,           0.0022214,           0.0071566,           0.0071566,           0.0071566
                  40,            0.029252,            0.015222,            0.004174,             0.92685,             0.91469,             0.95877,             0.65312,            0.025352,           0.0078393,           0.0024313,           0.0070243,           0.0070243,           0.0070243
                  41,            0.028921,            0.014026,           0.0041069,             0.92905,               0.934,             0.96285,             0.65939,             0.02473,           0.0076335,           0.0024155,           0.0068906,           0.0068906,           0.0068906
                  42,            0.028409,             0.01352,            0.003909,             0.94482,             0.93266,             0.96759,             0.66533,            0.024584,           0.0075386,           0.0019391,           0.0067555,           0.0067555,           0.0067555
                  43,            0.028315,            0.014236,           0.0039781,             0.95125,             0.93526,             0.96773,             0.67328,             0.02414,           0.0074648,           0.0020042,           0.0066191,           0.0066191,           0.0066191
                  44,            0.027842,            0.013454,           0.0036553,             0.94968,             0.94185,             0.96975,             0.67832,            0.023701,           0.0073527,           0.0020677,           0.0064816,           0.0064816,           0.0064816
                  45,            0.027856,            0.014424,           0.0036973,              0.9494,             0.94688,             0.97135,             0.68081,            0.023548,           0.0073442,            0.001815,           0.0063432,           0.0063432,           0.0063432
                  46,            0.027578,            0.013943,           0.0034306,             0.93942,             0.94397,             0.96976,             0.67697,            0.023681,           0.0073634,           0.0021763,            0.006204,            0.006204,            0.006204
                  47,            0.027202,            0.013273,           0.0036235,             0.94014,             0.94242,             0.96776,              0.6868,            0.023353,           0.0073015,           0.0019832,            0.006064,            0.006064,            0.006064
                  48,            0.027062,            0.013551,           0.0035417,             0.96146,             0.92446,             0.96995,             0.68718,            0.023558,           0.0074332,           0.0022002,           0.0059235,           0.0059235,           0.0059235
                  49,            0.026956,            0.013496,           0.0033882,             0.95608,             0.93824,             0.97166,             0.68812,            0.023185,           0.0072688,           0.0019096,           0.0057826,           0.0057826,           0.0057826
                  50,            0.026721,            0.012489,           0.0034884,             0.94778,             0.94335,             0.97139,             0.69129,            0.023147,           0.0072092,           0.0018767,           0.0056413,           0.0056413,           0.0056413
                  51,            0.026552,            0.013256,           0.0031891,             0.94552,             0.94133,             0.97101,             0.69523,            0.023076,           0.0071658,           0.0018637,              0.0055,              0.0055,              0.0055
                  52,            0.026145,            0.013242,           0.0033928,             0.95164,             0.93881,             0.97214,             0.69353,            0.023132,           0.0070829,           0.0019316,           0.0053587,           0.0053587,           0.0053587
                  53,            0.026464,            0.013824,           0.0035136,             0.95716,             0.94286,             0.97405,             0.70258,            0.023097,           0.0070864,           0.0017362,           0.0052174,           0.0052174,           0.0052174
                  54,            0.025852,            0.013318,           0.0029692,             0.95139,             0.94083,             0.97232,             0.70541,            0.022876,           0.0069869,           0.0017791,           0.0050765,           0.0050765,           0.0050765
                  55,              0.0256,            0.012508,           0.0029964,             0.94832,             0.94482,             0.97236,             0.70247,             0.02257,           0.0070183,           0.0020347,            0.004936,            0.004936,            0.004936
                  56,            0.025704,            0.012912,           0.0029916,             0.96346,             0.93597,             0.97494,             0.70846,            0.022388,           0.0069921,           0.0018042,            0.004796,            0.004796,            0.004796
                  57,            0.025377,            0.012878,           0.0029641,             0.95919,             0.94556,             0.97467,             0.70657,            0.022554,           0.0069609,           0.0018464,           0.0046568,           0.0046568,           0.0046568
                  58,            0.024909,            0.012342,           0.0027265,             0.96067,             0.94754,             0.97381,             0.71026,            0.022278,            0.007001,           0.0017491,           0.0045184,           0.0045184,           0.0045184
                  59,            0.025005,            0.013318,           0.0030946,             0.95707,              0.9479,             0.97695,             0.71043,            0.022131,           0.0069034,           0.0017159,           0.0043809,           0.0043809,           0.0043809
                  60,            0.024612,            0.012719,           0.0026743,             0.95671,             0.95132,              0.9761,             0.71528,            0.022086,            0.006889,           0.0017226,           0.0042445,           0.0042445,           0.0042445
                  61,             0.02455,            0.012412,           0.0027279,             0.95955,              0.9534,             0.97746,             0.71739,            0.021925,            0.006768,           0.0017502,           0.0041094,           0.0041094,           0.0041094
                  62,            0.024329,            0.012023,           0.0027469,             0.95561,             0.96467,             0.97899,             0.71749,             0.02189,           0.0067047,           0.0016628,           0.0039757,           0.0039757,           0.0039757
                  63,             0.02404,            0.011918,           0.0026012,             0.97004,             0.95463,              0.9802,             0.72462,            0.021479,           0.0066685,           0.0015707,           0.0038434,           0.0038434,           0.0038434
                  64,            0.023962,            0.012541,           0.0028021,             0.97277,             0.94855,             0.97844,             0.72494,            0.021582,           0.0066836,           0.0016814,           0.0037128,           0.0037128,           0.0037128
                  65,            0.023908,            0.012274,           0.0026166,             0.96519,             0.96329,             0.98196,             0.72719,            0.021424,           0.0065543,           0.0014357,            0.003584,            0.003584,            0.003584
                  66,            0.023628,            0.012049,           0.0027096,             0.97203,             0.94987,              0.9796,             0.72391,            0.021396,           0.0065786,           0.0014809,            0.003457,            0.003457,            0.003457
                  67,            0.023358,            0.011435,           0.0026147,              0.9656,             0.95233,             0.97842,             0.72944,            0.021158,           0.0065631,            0.001648,           0.0033321,           0.0033321,           0.0033321
                  68,             0.02331,            0.011408,           0.0026302,              0.9581,             0.95426,               0.976,             0.73065,            0.021063,            0.006548,           0.0017463,           0.0032093,           0.0032093,           0.0032093
                  69,            0.023024,            0.011373,           0.0024031,             0.95739,             0.95243,             0.97665,             0.73293,            0.021017,           0.0065579,           0.0019379,           0.0030888,           0.0030888,           0.0030888
                  70,            0.022432,            0.011608,           0.0023356,              0.9545,             0.95746,             0.97972,             0.73329,            0.020787,           0.0065661,           0.0017087,           0.0029706,           0.0029706,           0.0029706
                  71,            0.022645,            0.011631,           0.0025882,             0.97129,             0.94127,             0.97863,              0.7308,            0.020914,           0.0064537,           0.0017124,            0.002855,            0.002855,            0.002855
                  72,            0.022382,            0.011479,           0.0025085,             0.97341,             0.94811,             0.98048,             0.73333,            0.020766,            0.006419,           0.0016166,           0.0027419,           0.0027419,           0.0027419
                  73,            0.022537,             0.01207,           0.0024562,             0.96853,             0.95633,             0.98083,             0.74255,            0.020393,           0.0063428,           0.0015816,           0.0026316,           0.0026316,           0.0026316
                  74,            0.022356,            0.010983,           0.0023688,              0.9716,             0.95672,             0.98189,             0.73957,            0.020463,           0.0064009,           0.0016225,           0.0025241,           0.0025241,           0.0025241
                  75,            0.022046,            0.011245,           0.0022664,             0.97506,             0.95483,             0.98136,             0.74142,            0.020427,           0.0063595,           0.0016184,           0.0024195,           0.0024195,           0.0024195
                  76,             0.02192,            0.011644,           0.0023348,             0.96854,             0.95688,              0.9833,             0.74356,            0.020452,           0.0063012,           0.0016329,            0.002318,            0.002318,            0.002318
                  77,            0.021922,            0.011921,           0.0021415,             0.97158,             0.95843,             0.98197,             0.74313,            0.020332,           0.0063689,           0.0014633,           0.0022196,           0.0022196,           0.0022196
                  78,             0.02134,            0.011194,           0.0022253,             0.96732,             0.96189,             0.98293,             0.74374,            0.020183,           0.0063152,           0.0014363,           0.0021245,           0.0021245,           0.0021245
                  79,            0.021546,            0.010872,           0.0022359,             0.97183,             0.95457,             0.98235,             0.74562,            0.019999,           0.0062833,           0.0014514,           0.0020327,           0.0020327,           0.0020327
                  80,            0.021186,            0.010734,           0.0022526,             0.97711,             0.95241,             0.98144,             0.74364,             0.02012,           0.0063405,            0.001462,           0.0019443,           0.0019443,           0.0019443
                  81,            0.021065,            0.010877,           0.0021057,             0.97305,             0.95764,             0.98369,              0.7456,             0.02006,            0.006251,           0.0014917,           0.0018594,           0.0018594,           0.0018594
                  82,            0.021008,            0.011014,           0.0019928,             0.97579,             0.95922,             0.98261,             0.74775,            0.020062,           0.0062492,           0.0014432,           0.0017781,           0.0017781,           0.0017781
                  83,            0.020938,            0.010743,           0.0021575,             0.97447,             0.95824,             0.98257,             0.74997,            0.019927,           0.0062181,           0.0014467,           0.0017005,           0.0017005,           0.0017005
                  84,            0.020766,            0.010917,           0.0021168,             0.97233,             0.95376,             0.98218,             0.75149,             0.01989,           0.0062236,           0.0015273,           0.0016267,           0.0016267,           0.0016267
                  85,            0.020698,            0.010331,           0.0020461,              0.9733,             0.95612,             0.98226,             0.75003,            0.019961,           0.0062059,           0.0014551,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020466,            0.010903,           0.0018633,             0.97354,             0.95998,             0.98232,             0.75547,            0.019796,           0.0061871,           0.0013837,           0.0014905,           0.0014905,           0.0014905
                  87,            0.020392,            0.010323,           0.0020848,             0.97545,             0.95881,             0.98222,             0.75722,            0.019724,           0.0061703,           0.0013414,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020355,            0.010897,           0.0018985,             0.97502,             0.95931,             0.98179,             0.75731,            0.019789,           0.0061604,           0.0013824,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020329,            0.010592,           0.0019028,             0.97733,             0.95529,             0.98231,             0.75658,            0.019771,           0.0061757,            0.001351,            0.001316,            0.001316,            0.001316
                  90,             0.02007,            0.010118,           0.0019518,             0.97803,             0.95572,             0.98363,             0.75822,            0.019676,            0.006157,           0.0013441,            0.001266,            0.001266,            0.001266
                  91,            0.020177,            0.010347,           0.0020744,             0.97636,             0.95736,             0.98376,             0.75808,            0.019614,           0.0061708,           0.0013791,           0.0012202,           0.0012202,           0.0012202
                  92,            0.019999,            0.010347,           0.0019509,             0.97445,             0.95952,             0.98312,             0.75866,            0.019635,           0.0061693,           0.0013513,           0.0011787,           0.0011787,           0.0011787
                  93,            0.020034,             0.01068,            0.001999,             0.97742,             0.95846,             0.98381,             0.75771,            0.019567,           0.0061524,           0.0013668,           0.0011414,           0.0011414,           0.0011414
                  94,            0.019808,            0.010469,           0.0019298,             0.98025,             0.95598,             0.98357,             0.75878,            0.019549,           0.0061517,           0.0013968,           0.0011084,           0.0011084,           0.0011084
                  95,            0.019853,            0.010641,           0.0018632,             0.98125,             0.95644,             0.98356,              0.7607,            0.019538,           0.0061465,           0.0013895,           0.0010797,           0.0010797,           0.0010797
                  96,            0.019952,            0.010243,           0.0018944,              0.9769,             0.96049,             0.98337,             0.76266,            0.019463,           0.0061028,           0.0014161,           0.0010554,           0.0010554,           0.0010554
                  97,            0.019743,             0.01045,           0.0018529,             0.98082,             0.95497,             0.98329,             0.76186,            0.019504,           0.0061155,           0.0013663,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019826,            0.010662,           0.0019794,             0.97981,              0.9569,             0.98377,             0.76236,            0.019375,           0.0061145,           0.0013312,             0.00102,             0.00102,             0.00102
                  99,            0.019461,            0.010338,            0.001927,             0.97745,             0.95946,             0.98347,             0.76103,            0.019381,           0.0061167,           0.0013347,           0.0010089,           0.0010089,           0.0010089
